plot,plot_main,PD,block,rate_pl,strip,stage,diameter_mm,height_cm
101L,101.00,L,1,1.5,1,69,2.84,124.46
101L,101.00,L,1,1.5,1,69,2.24,137.16
101L,101.00,L,1,1.5,1,67,1.88,114.30
101L,101.00,L,1,1.5,1,69,1.94,114.30
101L,101.00,L,1,1.5,1,69,1.81,71.12
101L,101.00,L,1,1.5,1,69,1.68,111.76
101L,101.00,L,1,1.5,1,69,1.72,114.30
101L,101.00,L,1,1.5,1,69,2.46,129.54
101L,101.00,L,1,1.5,1,61,1.51,83.82
101L,101.00,L,1,1.5,1,69,2.28,121.92
101L,101.00,L,1,1.5,1,67,4.17,142.24
101L,101.00,L,1,1.5,1,67,2.4,129.54
101L,101.00,L,1,1.5,1,63,2,121.92
101L,101.00,L,1,1.5,1,69,2.86,127.00
101L,101.00,L,1,1.5,1,67,1.83,111.76
101L,101.00,L,1,1.5,1,25,NA,15.24
101L,101.00,L,1,1.5,1,69,3.11,152.40
101L,101.00,L,1,1.5,1,61,1.67,66.04
101L,101.00,L,1,1.5,1,67,2.76,106.68
101L,101.00,L,1,1.5,1,69,3.15,132.08
101L,101.00,L,1,1.5,1,67,2.06,111.76
101L,101.00,L,1,1.5,1,61,0.94,76.20
101L,101.00,L,1,1.5,1,69,3.14,139.70
101L,101.00,L,1,1.5,1,67,2.01,119.38
101L,101.00,L,1,1.5,1,69,3.6,149.86
101L,101.00,L,1,1.5,1,69,3.44,142.24
101L,101.00,L,1,1.5,1,67,3.25,165.10
101L,101.00,L,1,1.5,1,67,2.21,114.30
101L,101.00,L,1,1.5,1,69,2.35,116.84
101L,101.00,L,1,1.5,1,67,2.12,124.46
101L,101.00,L,1,1.5,1,30,1.02,127.00
101L,101.00,L,1,1.5,1,69,3.26,142.24
101L,101.00,L,1,1.5,1,67,2.43,127.00
101L,101.00,L,1,1.5,1,69,1.72,111.76
101L,101.00,L,1,1.5,1,69,3.09,144.78
103L,103.00,L,1,3,3,69,1.89,137.16
103L,103.00,L,1,3,3,67,2.54,152.40
103L,103.00,L,1,3,3,69,3.24,162.56
103L,103.00,L,1,3,3,69,2.9,152.40
103L,103.00,L,1,3,3,67,2.18,132.08
103L,103.00,L,1,3,3,69,1.84,119.38
103L,103.00,L,1,3,3,67,2.54,149.86
103L,103.00,L,1,3,3,69,4.28,172.72
103L,103.00,L,1,3,3,69,3.24,160.02
103L,103.00,L,1,3,3,69,2.67,139.70
103L,103.00,L,1,3,3,69,3.21,157.48
103L,103.00,L,1,3,3,69,2.89,154.94
103L,103.00,L,1,3,3,69,1.72,124.46
103L,103.00,L,1,3,3,69,2.34,144.78
103L,103.00,L,1,3,3,69,2.21,129.54
103L,103.00,L,1,3,3,59,0.43,53.34
103L,103.00,L,1,3,3,69,2.87,134.62
103L,103.00,L,1,3,3,69,2.01,132.08
103L,103.00,L,1,3,3,69,3.06,160.02
103L,103.00,L,1,3,3,69,3.07,165.10
103L,103.00,L,1,3,3,69,2.82,157.48
103L,103.00,L,1,3,3,69,2.39,129.54
103L,103.00,L,1,3,3,69,3.13,162.56
103L,103.00,L,1,3,3,69,1.37,109.22
103L,103.00,L,1,3,3,67,1.93,129.54
103L,103.00,L,1,3,3,61,1.02,88.90
103L,103.00,L,1,3,3,69,2.55,147.32
103L,103.00,L,1,3,3,69,2.35,132.08
103L,103.00,L,1,3,3,69,3.15,154.94
103L,103.00,L,1,3,3,69,2.81,129.54
103L,103.00,L,1,3,3,69,2.93,152.40
103L,103.00,L,1,3,3,69,1.52,124.46
103L,103.00,L,1,3,3,67,1.69,127.00
103L,103.00,L,1,3,3,69,2.52,147.32
103L,103.00,L,1,3,3,67,2.19,147.32
103L,103.00,L,1,3,3,69,1.59,106.68
103L,103.00,L,1,3,3,69,1.89,134.62
103L,103.00,L,1,3,3,69,2.21,139.70
103L,103.00,L,1,3,3,65,2.1,111.76
103L,103.00,L,1,3,3,69,1.4,121.92
103L,103.00,L,1,3,3,69,1.57,139.70
103L,103.00,L,1,3,3,69,2.65,147.32
103L,103.00,L,1,3,3,69,2.23,142.24
103L,103.00,L,1,3,3,69,2.41,142.24
103L,103.00,L,1,3,3,69,2.51,142.24
103L,103.00,L,1,3,3,69,2.35,134.62
103L,103.00,L,1,3,3,69,0.81,106.68
103L,103.00,L,1,3,3,69,2.17,149.86
103L,103.00,L,1,3,3,69,1.55,109.22
103L,103.00,L,1,3,3,69,2.31,142.24
103L,103.00,L,1,3,3,69,2.29,139.70
103L,103.00,L,1,3,3,69,2.64,144.78
103L,103.00,L,1,3,3,69,1.62,114.30
103L,103.00,L,1,3,3,69,2.33,144.78
103L,103.00,L,1,3,3,69,2.6,132.08
103L,103.00,L,1,3,3,69,1.13,119.38
103L,103.00,L,1,3,3,69,3.22,154.94
103L,103.00,L,1,3,3,69,1.69,119.38
103L,103.00,L,1,3,3,69,2.22,137.16
103L,103.00,L,1,3,3,69,2.18,147.32
103L,103.00,L,1,3,3,69,3.11,149.86
103L,103.00,L,1,3,3,69,2.49,134.62
103L,103.00,L,1,3,3,67,1.95,132.08
103L,103.00,L,1,3,3,69,2.54,149.86
103L,103.00,L,1,3,3,69,2.53,139.70
103L,103.00,L,1,3,3,69,2.89,149.86
103L,103.00,L,1,3,3,69,2.29,129.54
103L,103.00,L,1,3,3,65,1.09,86.36
103L,103.00,L,1,3,3,69,3.3,160.02
103L,103.00,L,1,3,3,61,0.95,86.36
103L,103.00,L,1,3,3,69,1.75,116.84
103L,103.00,L,1,3,3,69,3.6,172.72
103L,103.00,L,1,3,3,69,2.36,139.70
103L,103.00,L,1,3,3,69,1.46,129.54
103L,103.00,L,1,3,3,69,2.39,139.70
103L,103.00,L,1,3,3,69,2.41,147.32
103L,103.00,L,1,3,3,61,2.14,124.46
103L,103.00,L,1,3,3,69,1.68,119.38
103L,103.00,L,1,3,3,67,3.21,144.78
103L,103.00,L,1,3,3,69,3.04,147.32
103L,103.00,L,1,3,3,67,3.33,149.86
103L,103.00,L,1,3,3,67,2.79,147.32
103L,103.00,L,1,3,3,69,2.33,137.16
103L,103.00,L,1,3,3,69,1.07,116.84
103L,103.00,L,1,3,3,67,2.24,132.08
103L,103.00,L,1,3,3,69,0.43,73.66
103L,103.00,L,1,3,3,65,1.16,127.00
103L,103.00,L,1,3,3,69,1.73,124.46
103L,103.00,L,1,3,3,69,2.79,147.32
103L,103.00,L,1,3,3,69,2,129.54
103L,103.00,L,1,3,3,69,0.72,86.36
103L,103.00,L,1,3,3,69,0.62,63.50
103L,103.00,L,1,3,3,49,0.2,25.40
103L,103.00,L,1,3,3,69,1.83,99.06
103L,103.00,L,1,3,3,69,2.8,134.62
103L,103.00,L,1,3,3,69,1.19,124.46
103L,103.00,L,1,3,3,69,1.96,129.54
102L,102.00,L,1,0,2,61,1.82,76.20
102L,102.00,L,1,0,2,67,2.3,124.46
102L,102.00,L,1,0,2,67,1.98,132.08
102L,102.00,L,1,0,2,69,2.53,109.22
102L,102.00,L,1,0,2,69,1.69,111.76
102L,102.00,L,1,0,2,67,2.64,137.16
102L,102.00,L,1,0,2,59,1.63,45.72
102L,102.00,L,1,0,2,67,2.24,119.38
102L,102.00,L,1,0,2,69,2.4,127.00
102L,102.00,L,1,0,2,67,3.29,124.46
102L,102.00,L,1,0,2,67,2.22,111.76
102L,102.00,L,1,0,2,67,3.46,144.78
102L,102.00,L,1,0,2,69,3.13,139.70
102L,102.00,L,1,0,2,64,1.31,83.82
102L,102.00,L,1,0,2,64,0.97,78.74
102L,102.00,L,1,0,2,69,1.97,119.38
102L,102.00,L,1,0,2,67,1.85,109.22
102L,102.00,L,1,0,2,69,3.61,132.08
102L,102.00,L,1,0,2,67,2.36,132.08
102L,102.00,L,1,0,2,67,2.79,116.84
102L,102.00,L,1,0,2,67,3.36,137.16
102L,102.00,L,1,0,2,69,1.3,101.60
102L,102.00,L,1,0,2,65,3.48,139.70
102L,102.00,L,1,0,2,67,2.1,114.30
102L,102.00,L,1,0,2,61,0.69,66.04
102L,102.00,L,1,0,2,69,1.69,101.60
102L,102.00,L,1,0,2,67,1.86,111.76
102L,102.00,L,1,0,2,65,2.23,104.14
102L,102.00,L,1,0,2,67,2.89,132.08
102L,102.00,L,1,0,2,65,2.07,96.52
102L,102.00,L,1,0,2,67,1.79,91.44
102L,102.00,L,1,0,2,67,2.1,111.76
102L,102.00,L,1,0,2,67,2.39,127.00
102L,102.00,L,1,0,2,61,2.45,106.68
102L,102.00,L,1,0,2,69,3.1,129.54
102L,102.00,L,1,0,2,69,2.67,134.62
102L,102.00,L,1,0,2,63,2.2,88.90
102L,102.00,L,1,0,2,67,3.21,142.24
102L,102.00,L,1,0,2,69,3.14,129.54
102L,102.00,L,1,0,2,67,1.47,106.68
102L,102.00,L,1,0,2,69,1.55,106.68
102L,102.00,L,1,0,2,69,2.46,127.00
102L,102.00,L,1,0,2,67,1.54,101.60
102L,102.00,L,1,0,2,69,2.67,139.70
102L,102.00,L,1,0,2,69,2.39,134.62
102L,102.00,L,1,0,2,69,1.86,106.68
102L,102.00,L,1,0,2,69,1.91,111.76
102L,102.00,L,1,0,2,67,1.14,96.52
102L,102.00,L,1,0,2,69,3.1,134.62
102L,102.00,L,1,0,2,69,2.59,121.92
102L,102.00,L,1,0,2,69,2.72,121.92
102L,102.00,L,1,0,2,69,2.01,109.22
102L,102.00,L,1,0,2,69,3.68,142.24
102L,102.00,L,1,0,2,67,1.6,109.22
102L,102.00,L,1,0,2,69,3.73,147.32
102L,102.00,L,1,0,2,69,2.88,116.84
102L,102.00,L,1,0,2,63,1.98,91.44
102L,102.00,L,1,0,2,63,1.33,68.58
102L,102.00,L,1,0,2,69,3.01,116.84
102L,102.00,L,1,0,2,69,1.63,96.52
102L,102.00,L,1,0,2,69,2.52,127.00
102L,102.00,L,1,0,2,69,2.3,142.24
102L,102.00,L,1,0,2,61,1.46,91.44
102L,102.00,L,1,0,2,69,2.84,119.38
102L,102.00,L,1,0,2,69,2.03,119.38
102L,102.00,L,1,0,2,69,2.85,127.00
102L,102.00,L,1,0,2,69,2.91,137.16
102L,102.00,L,1,0,2,67,3.13,139.70
102L,102.00,L,1,0,2,69,2.65,129.54
102L,102.00,L,1,0,2,69,2.06,116.84
102L,102.00,L,1,0,2,59,2.16,66.04
102L,102.00,L,1,0,2,45,2.2,53.34
102L,102.00,L,1,0,2,67,2.27,104.14
102L,102.00,L,1,0,2,67,2.23,119.38
102L,102.00,L,1,0,2,69,2.12,111.76
102L,102.00,L,1,0,2,67,3.58,137.16
102L,102.00,L,1,0,2,67,2.34,132.08
102L,102.00,L,1,0,2,63,2.73,129.54
102L,102.00,L,1,0,2,69,2.79,119.38
102L,102.00,L,1,0,2,67,1.68,96.52
102L,102.00,L,1,0,2,25,NA,17.78
301L,301.00,L,3,3,1,69,1.27,86.36
301L,301.00,L,3,3,1,67,1.52,101.60
301L,301.00,L,3,3,1,67,1.08,71.12
301L,301.00,L,3,3,1,69,1.85,119.38
301L,301.00,L,3,3,1,67,1.65,104.14
301L,301.00,L,3,3,1,69,2.02,124.46
301L,301.00,L,3,3,1,67,2.08,116.84
301L,301.00,L,3,3,1,67,1.17,81.28
301L,301.00,L,3,3,1,69,1.54,99.06
301L,301.00,L,3,3,1,69,1.49,106.68
301L,301.00,L,3,3,1,63,1.67,116.84
301L,301.00,L,3,3,1,61,1.85,83.82
301L,301.00,L,3,3,1,67,1.1,86.36
301L,301.00,L,3,3,1,67,1.33,73.66
301L,301.00,L,3,3,1,63,2.17,119.38
301L,301.00,L,3,3,1,67,2.26,114.30
301L,301.00,L,3,3,1,67,1.91,114.30
301L,301.00,L,3,3,1,67,2.35,129.54
301L,301.00,L,3,3,1,67,1.23,76.20
301L,301.00,L,3,3,1,63,0.92,60.96
301L,301.00,L,3,3,1,65,1.89,91.44
301L,301.00,L,3,3,1,59,0.53,50.80
301L,301.00,L,3,3,1,69,3.18,152.40
301L,301.00,L,3,3,1,67,2.18,101.60
301L,301.00,L,3,3,1,67,1.47,104.14
301L,301.00,L,3,3,1,67,1.11,83.82
301L,301.00,L,3,3,1,67,2.51,106.68
301L,301.00,L,3,3,1,67,3.64,162.56
301L,301.00,L,3,3,1,61,1.06,60.96
301L,301.00,L,3,3,1,63,1.06,73.66
301L,301.00,L,3,3,1,69,1.24,76.20
301L,301.00,L,3,3,1,67,1.13,83.82
301L,301.00,L,3,3,1,63,1.18,68.58
301L,301.00,L,3,3,1,69,2.32,66.04
301L,301.00,L,3,3,1,67,1.59,86.36
301L,301.00,L,3,3,1,69,2.23,121.92
301L,301.00,L,3,3,1,69,2.99,134.62
301L,301.00,L,3,3,1,67,1.59,93.98
301L,301.00,L,3,3,1,67,0.99,66.04
301L,301.00,L,3,3,1,63,1.21,73.66
301L,301.00,L,3,3,1,61,1.07,58.42
301L,301.00,L,3,3,1,63,1.3,78.74
301L,301.00,L,3,3,1,63,0.88,101.60
301L,301.00,L,3,3,1,67,1.92,99.06
301L,301.00,L,3,3,1,67,1.56,109.22
301L,301.00,L,3,3,1,67,1.3,93.98
301L,301.00,L,3,3,1,69,2.05,109.22
301L,301.00,L,3,3,1,67,1.7,116.84
301L,301.00,L,3,3,1,61,0.91,83.82
301L,301.00,L,3,3,1,61,0.89,45.72
301L,301.00,L,3,3,1,63,0.95,76.20
301L,301.00,L,3,3,1,69,0.98,101.60
301L,301.00,L,3,3,1,69,2.02,111.76
301L,301.00,L,3,3,1,67,2.84,134.62
301L,301.00,L,3,3,1,67,2.27,129.54
301L,301.00,L,3,3,1,65,1.82,104.14
301L,301.00,L,3,3,1,69,1.42,76.20
301L,301.00,L,3,3,1,65,2.31,106.68
301L,301.00,L,3,3,1,67,3.06,114.30
301L,301.00,L,3,3,1,67,1.3,73.66
301L,301.00,L,3,3,1,67,1.27,88.90
301L,301.00,L,3,3,1,61,1.35,91.44
301L,301.00,L,3,3,1,65,1.41,93.98
301L,301.00,L,3,3,1,69,2.06,99.06
301L,301.00,L,3,3,1,65,1.58,96.52
301L,301.00,L,3,3,1,69,1.52,78.74
301L,301.00,L,3,3,1,67,1.92,86.36
301L,301.00,L,3,3,1,67,2.6,124.46
301L,301.00,L,3,3,1,67,2.52,132.08
301L,301.00,L,3,3,1,69,1.35,78.74
301L,301.00,L,3,3,1,69,1.8,104.14
301L,301.00,L,3,3,1,69,3.77,142.24
301L,301.00,L,3,3,1,69,2.31,106.68
301L,301.00,L,3,3,1,67,2.23,124.46
301L,301.00,L,3,3,1,69,1.99,104.14
301L,301.00,L,3,3,1,69,3.62,142.24
301L,301.00,L,3,3,1,59,2.01,86.36
301L,301.00,L,3,3,1,69,2.16,124.46
301L,301.00,L,3,3,1,67,2.16,119.38
301L,301.00,L,3,3,1,69,1.96,119.38
302L,302.00,L,3,1.5,2,65,1.43,83.82
302L,302.00,L,3,1.5,2,63,1.4,96.52
302L,302.00,L,3,1.5,2,67,2.43,144.78
302L,302.00,L,3,1.5,2,67,1.88,119.38
302L,302.00,L,3,1.5,2,61,0.77,81.28
302L,302.00,L,3,1.5,2,67,2.53,127.00
302L,302.00,L,3,1.5,2,69,3.27,154.94
302L,302.00,L,3,1.5,2,67,2.96,139.70
302L,302.00,L,3,1.5,2,69,2.44,132.08
302L,302.00,L,3,1.5,2,69,1.76,119.38
302L,302.00,L,3,1.5,2,65,4.05,149.86
302L,302.00,L,3,1.5,2,67,2.69,132.08
302L,302.00,L,3,1.5,2,69,2.42,144.78
302L,302.00,L,3,1.5,2,61,0.47,66.04
302L,302.00,L,3,1.5,2,69,1.05,83.82
302L,302.00,L,3,1.5,2,67,2.42,121.92
302L,302.00,L,3,1.5,2,67,1.15,116.84
302L,302.00,L,3,1.5,2,61,2.12,68.58
302L,302.00,L,3,1.5,2,69,2.23,106.68
302L,302.00,L,3,1.5,2,67,1.66,109.22
302L,302.00,L,3,1.5,2,69,3.37,154.94
302L,302.00,L,3,1.5,2,69,2,111.76
302L,302.00,L,3,1.5,2,69,1.87,116.84
302L,302.00,L,3,1.5,2,65,2.84,134.62
302L,302.00,L,3,1.5,2,67,0.75,93.98
302L,302.00,L,3,1.5,2,69,2.5,116.84
302L,302.00,L,3,1.5,2,69,3.63,144.78
302L,302.00,L,3,1.5,2,67,1.74,114.30
302L,302.00,L,3,1.5,2,67,2.79,121.92
302L,302.00,L,3,1.5,2,61,1.11,91.44
302L,302.00,L,3,1.5,2,61,2.33,121.92
302L,302.00,L,3,1.5,2,69,1.91,106.68
302L,302.00,L,3,1.5,2,61,1.74,114.30
302L,302.00,L,3,1.5,2,65,2.74,114.30
302L,302.00,L,3,1.5,2,69,1.83,132.08
302L,302.00,L,3,1.5,2,67,2.54,114.30
302L,302.00,L,3,1.5,2,67,1.64,101.60
302L,302.00,L,3,1.5,2,67,1.86,86.36
302L,302.00,L,3,1.5,2,69,2.14,93.98
302L,302.00,L,3,1.5,2,65,1.89,124.46
302L,302.00,L,3,1.5,2,63,1.49,91.44
302L,302.00,L,3,1.5,2,67,0.7,81.28
302L,302.00,L,3,1.5,2,69,1.76,93.98
302L,302.00,L,3,1.5,2,67,2.25,127.00
302L,302.00,L,3,1.5,2,67,3.66,144.78
302L,302.00,L,3,1.5,2,67,2.03,127.00
302L,302.00,L,3,1.5,2,65,0.56,43.18
302L,302.00,L,3,1.5,2,69,2.1,119.38
302L,302.00,L,3,1.5,2,61,0.92,73.66
302L,302.00,L,3,1.5,2,69,2.21,116.84
302L,302.00,L,3,1.5,2,65,1.61,96.52
302L,302.00,L,3,1.5,2,67,2.2,129.54
302L,302.00,L,3,1.5,2,67,2.15,119.38
302L,302.00,L,3,1.5,2,61,1.42,104.14
302L,302.00,L,3,1.5,2,67,1.17,93.98
302L,302.00,L,3,1.5,2,67,0.97,71.12
302L,302.00,L,3,1.5,2,63,0.6,60.96
302L,302.00,L,3,1.5,2,63,1.58,91.44
302L,302.00,L,3,1.5,2,63,1.67,83.82
302L,302.00,L,3,1.5,2,69,1.11,116.84
302L,302.00,L,3,1.5,2,69,1.58,106.68
302L,302.00,L,3,1.5,2,61,2.1,109.22
302L,302.00,L,3,1.5,2,61,1.04,66.04
302L,302.00,L,3,1.5,2,61,0.89,68.58
302L,302.00,L,3,1.5,2,65,1.32,78.74
302L,302.00,L,3,1.5,2,69,1.81,104.14
401L,401.00,L,4,0,1,63,1.6,86.36
401L,401.00,L,4,0,1,67,0.82,53.34
401L,401.00,L,4,0,1,61,1.24,83.82
401L,401.00,L,4,0,1,59,0.58,35.56
401L,401.00,L,4,0,1,65,2.31,88.90
401L,401.00,L,4,0,1,61,0.93,71.12
401L,401.00,L,4,0,1,61,3.25,114.30
401L,401.00,L,4,0,1,59,0.52,43.18
401L,401.00,L,4,0,1,61,1.29,71.12
401L,401.00,L,4,0,1,59,1.25,73.66
401L,401.00,L,4,0,1,61,1.53,73.66
401L,401.00,L,4,0,1,65,1.69,104.14
401L,401.00,L,4,0,1,59,0.63,43.18
401L,401.00,L,4,0,1,61,1.21,78.74
401L,401.00,L,4,0,1,69,1.95,106.68
401L,401.00,L,4,0,1,61,2.97,104.14
401L,401.00,L,4,0,1,63,1.59,81.28
401L,401.00,L,4,0,1,61,1.14,63.50
401L,401.00,L,4,0,1,63,1.81,99.06
401L,401.00,L,4,0,1,65,1.85,91.44
401L,401.00,L,4,0,1,61,0.6,58.42
401L,401.00,L,4,0,1,65,2.2,114.30
401L,401.00,L,4,0,1,67,1.73,101.60
401L,401.00,L,4,0,1,63,1.61,88.90
401L,401.00,L,4,0,1,67,2.03,99.06
401L,401.00,L,4,0,1,63,1.53,86.36
401L,401.00,L,4,0,1,61,1.28,76.20
401L,401.00,L,4,0,1,69,1.73,116.84
401L,401.00,L,4,0,1,61,2.23,96.52
401L,401.00,L,4,0,1,67,1.42,83.82
401L,401.00,L,4,0,1,67,1.14,78.74
401L,401.00,L,4,0,1,65,1.86,83.82
401L,401.00,L,4,0,1,61,2.13,93.98
401L,401.00,L,4,0,1,65,3.24,104.14
401L,401.00,L,4,0,1,61,1.96,93.98
401L,401.00,L,4,0,1,65,3.13,127.00
401L,401.00,L,4,0,1,67,2.17,111.76
401L,401.00,L,4,0,1,67,1.13,73.66
401L,401.00,L,4,0,1,61,1.64,88.90
401L,401.00,L,4,0,1,61,2.69,109.22
401L,401.00,L,4,0,1,65,1.59,78.74
401L,401.00,L,4,0,1,61,1.41,76.20
401L,401.00,L,4,0,1,63,1.56,76.20
401L,401.00,L,4,0,1,61,1.56,81.28
401L,401.00,L,4,0,1,61,1.27,58.42
401L,401.00,L,4,0,1,65,1.15,53.34
401L,401.00,L,4,0,1,61,2.24,83.82
401L,401.00,L,4,0,1,61,1.14,71.12
401L,401.00,L,4,0,1,65,0.98,76.20
401L,401.00,L,4,0,1,65,2.13,96.52
401L,401.00,L,4,0,1,61,1.61,88.90
401L,401.00,L,4,0,1,69,1.45,86.36
401L,401.00,L,4,0,1,63,1.85,93.98
401L,401.00,L,4,0,1,61,1.44,96.52
401L,401.00,L,4,0,1,63,1.98,83.82
401L,401.00,L,4,0,1,65,1.82,83.82
401L,401.00,L,4,0,1,61,1.1,73.66
401L,401.00,L,4,0,1,63,2.24,111.76
401L,401.00,L,4,0,1,69,1.72,101.60
401L,401.00,L,4,0,1,61,1.28,88.90
401L,401.00,L,4,0,1,63,1.95,101.60
401L,401.00,L,4,0,1,61,1.67,99.06
401L,401.00,L,4,0,1,63,2.28,99.06
303L,303.00,L,3,0,3,69,0.83,34.29
303L,303.00,L,3,0,3,69,0.7,46.99
303L,303.00,L,3,0,3,69,1.25,62.23
303L,303.00,L,3,0,3,69,0.99,55.88
303L,303.00,L,3,0,3,69,1.32,71.12
303L,303.00,L,3,0,3,69,1.41,86.36
303L,303.00,L,3,0,3,69,1.49,88.90
303L,303.00,L,3,0,3,63,1.89,88.90
303L,303.00,L,3,0,3,69,0.84,48.26
303L,303.00,L,3,0,3,67,1.76,80.01
303L,303.00,L,3,0,3,69,1.37,83.82
303L,303.00,L,3,0,3,68,1.89,92.71
303L,303.00,L,3,0,3,69,1.06,43.18
303L,303.00,L,3,0,3,67,3.18,121.92
303L,303.00,L,3,0,3,69,1.56,82.55
303L,303.00,L,3,0,3,69,2.01,102.87
303L,303.00,L,3,0,3,69,0.63,44.45
303L,303.00,L,3,0,3,69,0.92,57.15
303L,303.00,L,3,0,3,69,0.85,35.56
303L,303.00,L,3,0,3,69,0.76,40.64
303L,303.00,L,3,0,3,69,2.27,76.20
303L,303.00,L,3,0,3,69,2.42,116.84
303L,303.00,L,3,0,3,69,1.39,83.82
303L,303.00,L,3,0,3,69,1.4,78.74
303L,303.00,L,3,0,3,69,2.28,106.68
303L,303.00,L,3,0,3,69,2.38,109.22
303L,303.00,L,3,0,3,69,2.96,101.60
303L,303.00,L,3,0,3,69,0.88,43.18
303L,303.00,L,3,0,3,69,1.31,52.07
303L,303.00,L,3,0,3,69,0.85,43.18
303L,303.00,L,3,0,3,69,1.2,57.15
303L,303.00,L,3,0,3,69,1.22,49.53
303L,303.00,L,3,0,3,69,1.44,74.93
303L,303.00,L,3,0,3,69,3.52,102.87
303L,303.00,L,3,0,3,69,1.03,57.15
303L,303.00,L,3,0,3,69,2.11,104.14
303L,303.00,L,3,0,3,69,2.24,86.36
303L,303.00,L,3,0,3,69,1.33,55.88
303L,303.00,L,3,0,3,69,2.48,91.44
303L,303.00,L,3,0,3,67,3.44,121.92
303L,303.00,L,3,0,3,69,1.44,73.66
303L,303.00,L,3,0,3,68,1.67,97.79
303L,303.00,L,3,0,3,69,3.02,115.57
303L,303.00,L,3,0,3,68,1.56,86.36
303L,303.00,L,3,0,3,69,1.36,53.34
303L,303.00,L,3,0,3,69,3.22,115.57
303L,303.00,L,3,0,3,69,0.52,53.34
303L,303.00,L,3,0,3,69,1.49,49.53
303L,303.00,L,3,0,3,69,2.1,93.98
303L,303.00,L,3,0,3,69,2.18,91.44
303L,303.00,L,3,0,3,69,2.2,99.06
303L,303.00,L,3,0,3,69,1.55,76.20
303L,303.00,L,3,0,3,69,1.74,77.47
303L,303.00,L,3,0,3,69,1.54,85.09
303L,303.00,L,3,0,3,67,3.11,111.76
303L,303.00,L,3,0,3,69,1.22,78.74
303L,303.00,L,3,0,3,69,1.04,48.26
303L,303.00,L,3,0,3,67,2.11,111.76
303L,303.00,L,3,0,3,69,1.86,96.52
303L,303.00,L,3,0,3,69,0.4,33.02
303L,303.00,L,3,0,3,69,0.47,25.40
303L,303.00,L,3,0,3,69,0.51,34.29
303L,303.00,L,3,0,3,69,1.01,48.26
303L,303.00,L,3,0,3,69,1.76,86.36
303L,303.00,L,3,0,3,69,2.16,96.52
303L,303.00,L,3,0,3,69,0.62,40.64
303L,303.00,L,3,0,3,69,1.97,80.01
303L,303.00,L,3,0,3,69,0.96,60.96
303L,303.00,L,3,0,3,69,0.93,48.26
303L,303.00,L,3,0,3,69,1.6,68.58
303L,303.00,L,3,0,3,69,0.92,57.15
303L,303.00,L,3,0,3,69,1.98,78.74
303L,303.00,L,3,0,3,67,0.98,66.04
303L,303.00,L,3,0,3,69,0.75,45.72
303L,303.00,L,3,0,3,69,0.76,43.18
303L,303.00,L,3,0,3,69,0.8,40.64
303L,303.00,L,3,0,3,69,0.81,55.88
303L,303.00,L,3,0,3,NA,0.29,17.78
303L,303.00,L,3,0,3,NA,0.86,12.70